"Species","GeneID","GeneName","Elements","Citation(s) - DOI only","Closest species orthologs","Tissue","Comments","Primary/Inferred","Inferred from?","A.thaliana orthologs","M.truncatula orthologs","O.sativa orthologs","T.aestivumearly-release orthologs","Z.mays orthologs","G.max orthologs","S.bicolor orthologs","S.viridisearly-release orthologs","S.italica orthologs"
"Z.mays","GRMZM2G050108",NA,"Fe,Cd,Co,Mo",NA,NA,NA,NA,"Inferred","AT1G56430","AT1G09240,AT1G56430,AT5G04950,AT5G56080","Medtr1g084050,Medtr2g034240,Medtr7g112130","LOC_Os07g48980","Traes_2BS_CB79BAFB1","GRMZM2G050108","Glyma.03G231200,Glyma.09G036400,Glyma.19G228400","","","Seita.2G440200"
"Z.mays","GRMZM2G124785",NA,"Fe,Cd,Co,Mo",NA,NA,NA,NA,"Inferred","AT1G56430","AT1G09240,AT1G56430,AT5G04950,AT5G56080","Medtr1g084050,Medtr2g034240,Medtr7g112130","LOC_Os03g19420,LOC_Os03g19427","Traes_2AS_F55243E0C,Traes_2BS_98815CE06,Traes_4BL_BB0FC3BD3,Traes_4DL_4E10A6DFB,Traes_4DL_AF0869DDB,Traes_6AS_5D0B8CF891","GRMZM2G124785","Glyma.03G231200,Glyma.09G036400,Glyma.19G228400","Sobic.001G395900","Sevir.9G433666","Seita.9G429600"
"Z.mays","GRMZM2G312481",NA,"Fe,Cd,Co,Mo",NA,NA,NA,NA,"Inferred","AT1G56430","AT1G09240,AT1G56430,AT5G04950,AT5G56080","Medtr1g084050,Medtr2g034240,Medtr7g112130","LOC_Os03g19420,LOC_Os03g19427","Traes_2AS_F55243E0C,Traes_2BS_98815CE06,Traes_4BL_BB0FC3BD3,Traes_4DL_4E10A6DFB,Traes_4DL_AF0869DDB,Traes_6AS_5D0B8CF891","GRMZM2G312481","Glyma.03G231200,Glyma.09G036400,Glyma.19G228400","","Sevir.9G044800",""
"Z.mays","GRMZM2G385200",NA,"Fe,Cd,Co,Mo",NA,NA,NA,NA,"Inferred","AT1G56430","AT1G09240,AT1G56430,AT5G04950,AT5G56080","Medtr1g084050,Medtr2g034240,Medtr7g112130","LOC_Os03g19420,LOC_Os03g19427","Traes_2AS_F55243E0C,Traes_2BS_98815CE06,Traes_4BL_BB0FC3BD3,Traes_4DL_4E10A6DFB,Traes_4DL_AF0869DDB,Traes_6AS_5D0B8CF891","GRMZM2G385200","Glyma.03G231200,Glyma.09G036400,Glyma.19G228400","","Sevir.9G044800",""
"Z.mays","GRMZM2G439195",NA,"Fe,Cd,Co,Mo",NA,NA,NA,NA,"Inferred","AT1G56430","AT1G09240,AT1G56430,AT5G04950,AT5G56080","Medtr1g084050,Medtr2g034240,Medtr7g112130","LOC_Os07g48980","Traes_2BS_CB79BAFB1","GRMZM2G439195","Glyma.03G231200,Glyma.09G036400,Glyma.19G228400","","",""
"Z.mays","GRMZM2G478568",NA,"Fe,Cd,Co,Mo",NA,NA,NA,NA,"Inferred","AT1G56430","AT1G09240,AT1G56430,AT5G04950,AT5G56080","Medtr1g084050,Medtr2g034240,Medtr7g112130","LOC_Os07g48980","Traes_2BS_CB79BAFB1","GRMZM2G478568","Glyma.03G231200,Glyma.09G036400,Glyma.19G228400","Sobic.001G151400","Sevir.2G452700",""
"Z.mays","GRMZM2G704488",NA,"Fe,Cd,Co,Mo",NA,NA,NA,NA,"Inferred","AT1G56430","AT1G09240,AT1G56430,AT5G04950,AT5G56080","Medtr1g084050,Medtr2g034240,Medtr7g112130","LOC_Os03g19420,LOC_Os03g19427","Traes_2AS_F55243E0C,Traes_2BS_98815CE06,Traes_4BL_BB0FC3BD3,Traes_4DL_4E10A6DFB,Traes_4DL_AF0869DDB,Traes_6AS_5D0B8CF891","GRMZM2G704488","Glyma.03G231200,Glyma.09G036400,Glyma.19G228400","","Sevir.9G044800",""
"Z.mays","AC189750.4_FG004",NA,"S,Se",NA,NA,NA,NA,"Inferred","AT1G62180","AT1G62180,AT4G04610,AT4G21990","Medtr2g023540","LOC_Os07g32570","Traes_2BS_DDCEEE1DE","AC189750.4_FG004","Glyma.07G261500,Glyma.09G004400,Glyma.15G108700","","Sevir.2G338800","Seita.2G327500"
"Z.mays","GRMZM2G087254",NA,"S,Se",NA,NA,NA,NA,"Inferred","AT1G62180","AT1G62180,AT4G04610,AT4G21990","Medtr2g023540","LOC_Os07g32570","Traes_2BS_DDCEEE1DE","GRMZM2G087254","Glyma.07G261500,Glyma.09G004400,Glyma.15G108700","Sobic.002G314300","",""
"Z.mays","GRMZM2G069198",NA,"Mn",NA,NA,NA,NA,"Inferred","AT1G80830","AT1G15960,AT1G80830","Medtr2g104990","LOC_Os06g46310","Traes_7AL_08B2A7BB2,Traes_7BL_CA6B7C9E6,Traes_7DL_26A2F4353","GRMZM2G069198","Glyma.07G023600,Glyma.08G218200,Glyma.13G369900,Glyma.15G003500","Sobic.010G227800","Sevir.4G276100","Seita.4G263200"
"Z.mays","GRMZM2G074672",NA,"Fe,Zn",NA,NA,NA,NA,"Inferred","AT2G01770,LOC_Os09g23300","AT2G01770","Medtr8g105790,Medtr8g105810","LOC_Os09g23300","Traes_5BL_7CE3EDE29,Traes_5DL_DA6449AC6","GRMZM2G074672","Glyma.05G240600,Glyma.08G047500","Sobic.002G194600","Sevir.2G205200","Seita.2G197500"
"Z.mays","GRMZM2G107306",NA,"Fe,Zn",NA,NA,NA,NA,"Inferred","AT2G01770,LOC_Os04g38940","AT2G01770","","LOC_Os04g38940","Traes_2AL_A3A25F40E,Traes_2BL_54954138A,Traes_2DL_B37EC8078","GRMZM2G107306","Glyma.05G240600,Glyma.08G047500","Sobic.006G109000","Sevir.7G134800","Seita.7G126700"
"Z.mays","GRMZM2G083689",NA,"S",NA,NA,NA,NA,"Inferred","AT2G13540","AT2G13540","Medtr7g083840","LOC_Os03g22570","Traes_4BS_9831A28AE","GRMZM2G083689","Glyma.16G049600,Glyma.19G101600","Sobic.001G373800","Sevir.9G409800","Seita.9G406000"
"Z.mays","GRMZM2G000171",NA,"Zn",NA,NA,NA,NA,"Inferred","AT2G16770,AT4G35040","AT2G16770,AT4G35040","Medtr4g073100","LOC_Os06g50310","Traes_5BS_FC54F9BEA,Traes_5DS_4F7973584","GRMZM2G000171","Glyma.11G108100,Glyma.12G033000","Sobic.010G267500","Sevir.4G293800,Sevir.9G058800","Seita.4G281600,Seita.9G059700"
"Z.mays","GRMZM2G055413",NA,"Zn",NA,NA,NA,NA,"Inferred","AT2G16770,AT4G35040","AT2G16770,AT4G35040","Medtr4g073100","LOC_Os06g50310","Traes_5BS_FC54F9BEA,Traes_5DS_4F7973584","GRMZM2G055413","Glyma.11G108100,Glyma.12G033000","","","Seita.4G281600,Seita.9G059700"
"Z.mays","GRMZM2G099191",NA,"Zn",NA,NA,NA,NA,"Inferred","AT2G19110,AT4G30110","AT2G19110,AT4G30110","Medtr4g127580","","Traes_7AL_8304348B7,Traes_7DL_A5269C73F","GRMZM2G099191","Glyma.13G099600,Glyma.17G060400","Sobic.010G250900","Sevir.4G255000","Seita.4G242300"
"Z.mays","GRMZM2G028036",NA,"Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AT2G23150","AT1G47240,AT2G23150","Medtr3g102620,Medtr4g095075,Medtr5g016270","LOC_Os12g39180","Traes_5BS_DE1CD2DA4,Traes_5DS_8FAA08B51","GRMZM2G028036","Glyma.01G190700,Glyma.04G044000,Glyma.05G101700,Glyma.06G044200,Glyma.11G051500,Glyma.17G165200","Sobic.008G143700","Sevir.3G384700","Seita.3G367300"
"Z.mays","GRMZM2G083156",NA,"Mo",NA,NA,NA,NA,"Inferred","AT2G25680,Medtr1g010270,Medtr3g464210","AT2G25680","Medtr1g010210,Medtr1g010270,Medtr3g108190,Medtr3g464210","LOC_Os08g01120","Traes_2AL_1855F06E3","GRMZM2G083156","Glyma.04G073000,Glyma.06G074100,Glyma.14G130000,Glyma.17G203000,Glyma.17G203200,Glyma.17G203500","Sobic.001G187300","Sevir.9G183400","Seita.9G184500"
"Z.mays","AC206350.3_FG005",NA,"Ca,Mn,Zn,Na,S,K,As,Se,Mo",NA,NA,NA,NA,"Inferred","AT2G28670","AT1G07730,AT2G28670","Medtr4g062470,Medtr4g062520","LOC_Os01g06250","","AC206350.3_FG005","Glyma.11G144000,Glyma.11G144200,Glyma.12G067400","Sobic.003G064800","Sevir.5G106900","Seita.5G110100"
"Z.mays","GRMZM2G110862",NA,"Co",NA,NA,NA,NA,"Inferred","AT2G38460,AT5G03570","AT2G38460,AT5G03570","Medtr4g013240,Medtr4g013245","","","GRMZM2G110862","Glyma.01G128300,Glyma.03G042400","","",""
"Z.mays","GRMZM2G148060",NA,"Co",NA,NA,NA,NA,"Inferred","AT2G38460,AT5G03570","AT2G38460,AT5G03570","Medtr4g013240,Medtr4g013245","LOC_Os06g36450","Traes_4DL_A266BC7CA","GRMZM2G148060","Glyma.01G128300,Glyma.03G042400","Sobic.010G168400","Sevir.4G281800","Seita.4G269800"
"Z.mays","GRMZM2G014454",NA,"Mn",NA,NA,NA,NA,"Inferred","AT2G39450","AT2G39450","Medtr7g022890","LOC_Os01g62070","Traes_3B_8D1DAA8DE","GRMZM2G014454","Glyma.02G095400,Glyma.18G286100","Sobic.003G349200","Sevir.5G379500","Seita.5G374300"
"Z.mays","GRMZM2G036908",NA,"Zn",NA,NA,NA,NA,"Inferred","AT2G46800","AT2G46800","Medtr2g036390,Medtr8g024240","LOC_Os05g03780","Traes_1AS_520F23BD4,Traes_1BS_7F56C8B50,Traes_1DS_A22F0D613","GRMZM2G036908","Glyma.07G049200,Glyma.16G017800","","",""
"Z.mays","GRMZM2G477741",NA,"Zn",NA,NA,NA,NA,"Inferred","AT2G46800","AT2G46800","Medtr2g036390,Medtr8g024240","LOC_Os05g03780","Traes_1AS_520F23BD4,Traes_1BS_7F56C8B50,Traes_1DS_A22F0D613","GRMZM2G477741","Glyma.07G049200,Glyma.16G017800","Sobic.009G029500","Sevir.3G050000","Seita.3G049900"
"Z.mays","GRMZM2G147701",NA,"Na,K,Rb,Mg,Ca,Fe,Mo",NA,NA,NA,NA,"Inferred","AT3G06060","AT3G06060,AT5G19200","Medtr2g022600,Medtr3g098750","LOC_Os02g47350","Traes_6AL_5B7EC197B","GRMZM2G147701","Glyma.13G207200,Glyma.15G105400","Sobic.004G269700","Sevir.1G292400","Seita.1G287300"
"Z.mays","GRMZM2G167431",NA,"Na,K,Rb,Mg,Ca,Fe,Mo",NA,NA,NA,NA,"Inferred","AT3G06060","AT3G06060,AT5G19200","Medtr2g022600,Medtr3g098750","LOC_Os02g47350","Traes_6AL_5B7EC197B","GRMZM2G167431","Glyma.13G207200,Glyma.15G105400","","Sevir.1G292400",""
"Z.mays","AC220927.3_FG010",NA,"Na,Fe,Zn,Mn,Mo",NA,NA,NA,NA,"Inferred","AT3G15380","AT3G15380","","","","AC220927.3_FG010","","","",""
"Z.mays","GRMZM2G051917",NA,"Na,Fe,Zn,Mn,Mo",NA,NA,NA,NA,"Inferred","AT3G15380","AT3G15380","Medtr2g079490,Medtr8g059125","LOC_Os04g58470,LOC_Os04g58504","Traes_2AL_533B673F0,Traes_2BL_3DDB1826B,Traes_2DL_DCE370754","GRMZM2G051917","Glyma.06G246600,Glyma.12G150800,Glyma.12G223200,Glyma.13G278300","Sobic.006G270400","Sevir.3G014100","Seita.3G012800"
"Z.mays","GRMZM2G125768",NA,"Na,Fe,Zn,Mn,Mo",NA,NA,NA,NA,"Inferred","AT3G15380","AT3G15380","Medtr2g079490,Medtr8g059125","","Traes_7BL_3902E0349,Traes_7DL_6F84F387C","GRMZM2G125768","Glyma.06G246600,Glyma.12G150800,Glyma.12G223200,Glyma.13G278300","Sobic.007G000700","Sevir.6G001500","Seita.6G001600"
"Z.mays","GRMZM2G175661",NA,"Fe,Zn,Mn",NA,NA,NA,NA,"Inferred","AT3G18290","AT3G18290","Medtr6g083900,Medtr8g104410","LOC_Os01g49470","Traes_3AL_667B9174E,Traes_3B_38BD6A407,Traes_3DL_7AF5E2768","GRMZM2G175661","Glyma.05G237500,Glyma.07G093700,Glyma.08G044700,Glyma.09G182600","","Sevir.5G279700","Seita.5G276900"
"Z.mays","GRMZM2G312712",NA,"Fe,Zn,Mn",NA,NA,NA,NA,"Inferred","AT3G18290","AT3G18290","Medtr6g083900,Medtr8g104410","LOC_Os01g49470","Traes_3AL_667B9174E,Traes_3B_38BD6A407,Traes_3DL_7AF5E2768","GRMZM2G312712","Glyma.05G237500,Glyma.07G093700,Glyma.08G044700,Glyma.09G182600","Sobic.003G262200","",""
"Z.mays","GRMZM2G051270",NA,"S",NA,NA,NA,NA,"Inferred","AT3G22890","AT3G22890,AT4G14680,AT5G43780","Medtr1g102550","LOC_Os03g53230","Traes_5BL_5CED2C911,Traes_5DL_BCEFD69DA","GRMZM2G051270","Glyma.10G242600,Glyma.20G151500","Sobic.001G094300","Sevir.9G095300","Seita.9G096900"
"Z.mays","GRMZM2G149952",NA,"S",NA,NA,NA,NA,"Inferred","AT3G22890","AT3G22890,AT4G14680,AT5G43780","Medtr1g102550","LOC_Os03g53230","Traes_5BL_5CED2C911,Traes_5DL_BCEFD69DA","GRMZM2G149952","Glyma.10G242600,Glyma.20G151500","Sobic.001G094300","Sevir.9G095300","Seita.9G096900"
"Z.mays","GRMZM2G017145",NA,"Fe,Zn,Mn,Co",NA,NA,NA,NA,"Inferred","AT3G47640","AT3G47640","Medtr4g108360","LOC_Os07g43530","Traes_2AS_C4568AE60,Traes_2DS_1FE8E9DE9","GRMZM2G017145","Glyma.05G027600,Glyma.17G098900","Sobic.002G385300","Sevir.2G412100","Seita.2G400400"
"Z.mays","GRMZM2G133675",NA,"Fe,Zn,Mn,Co",NA,NA,NA,NA,"Inferred","AT3G47640","AT3G47640","","LOC_Os11g38870","Traes_4AL_233C180CE,Traes_4BS_E01AAE6DE,Traes_4DS_51AD22B85","GRMZM2G133675","","Sobic.005G177800","Sevir.8G189400","Seita.8G180600"
"Z.mays","GRMZM2G350312",NA,"Fe,Zn,Mn,Co",NA,NA,NA,NA,"Inferred","AT3G47640","AT3G47640","Medtr4g108360","LOC_Os03g26210","Traes_2AS_9AEA9BDEA,Traes_2BS_8A40B568C,Traes_2DS_FE62DB7F5","GRMZM2G350312","Glyma.05G027600,Glyma.17G098900","Sobic.001G355600","Sevir.9G389000","Seita.9G384500"
"Z.mays","GRMZM2G035520",NA,"Na",NA,NA,NA,NA,"Inferred","AT3G47950","AT3G47950,AT5G62670","Medtr4g107500","LOC_Os12g44150","Traes_5AS_FDCDBC783,Traes_5BS_7DDBE5B89,Traes_5DS_DECAA37DD","GRMZM2G035520","Glyma.04G174800,Glyma.05G030700,Glyma.06G189900,Glyma.17G096100","Sobic.008G190500","Sevir.3G424800","Seita.3G406700"
"Z.mays","GRMZM2G068259",NA,"Na",NA,NA,NA,NA,"Inferred","AT3G47950","AT3G47950,AT5G62670","Medtr4g107500","","","GRMZM2G068259","Glyma.04G174800,Glyma.05G030700,Glyma.06G189900,Glyma.17G096100","Sobic.001G132400","",""
"Z.mays","GRMZM2G104325",NA,"Na",NA,NA,NA,NA,"Inferred","AT3G47950","AT3G47950,AT5G62670","Medtr4g107500","LOC_Os07g09340","","GRMZM2G104325","Glyma.04G174800,Glyma.05G030700,Glyma.06G189900,Glyma.17G096100","Sobic.002G065000","Sevir.2G071500","Seita.2G068600"
"Z.mays","GRMZM2G118497",NA,"Mn",NA,NA,NA,NA,"Inferred","AT3G58060,LOC_Os03g12530","AT3G58060","Medtr3g062610,Medtr5g075680","LOC_Os03g12530","Traes_4AS_B5D20D324,Traes_4DL_84BDB65D9","GRMZM2G118497","Glyma.03G146700","Sobic.001G445000","Sevir.9G482200","Seita.9G478600"
"Z.mays","GRMZM2G044481",NA,"Fe",NA,NA,NA,NA,"Inferred","AT4G02780","AT4G02780","Medtr7g011663,Medtr7g011770,Medtr7g094970","","","GRMZM2G044481","Glyma.03G154400,Glyma.03G154700,Glyma.19G157000","","Sevir.9G357500","Seita.9G351400"
"Z.mays","GRMZM2G081554",NA,"Fe",NA,NA,NA,NA,"Inferred","AT4G02780","AT4G02780","Medtr7g011663,Medtr7g011770,Medtr7g094970","LOC_Os02g17780","Traes_1BS_8A9B3CE82,Traes_1DS_CD37D3A95,Traes_7DL_02E7F7D6A,Traes_7DL_211D5CA44","GRMZM2G081554","Glyma.03G154400,Glyma.03G154700,Glyma.19G157000","Sobic.001G248600","Sevir.9G265300","Seita.9G262400"
"Z.mays","GRMZM2G047616",NA,"Na",NA,NA,NA,NA,"Inferred","AT4G10310","AT4G10310","Medtr6g092820,Medtr6g092840,Medtr6g092940","LOC_Os01g20160","Traes_4DL_3F8034BFD","GRMZM2G047616","Glyma.01G002300,Glyma.06G271600,Glyma.07G130100,Glyma.12G133400","Sobic.003G145800","Sevir.5G023200,Sevir.5G195200","Seita.5G024400,Seita.5G192900"
"Z.mays","GRMZM2G421491",NA,"Fe,Cd",NA,NA,NA,NA,"Inferred","AT4G16370","AT4G16370","Medtr4g133968","LOC_Os03g54000","Traes_5BL_1FB170E61","GRMZM2G421491","Glyma.07G267800,Glyma.17G006100","Sobic.001G087700","Sevir.9G088600","Seita.9G090100"
"Z.mays","GRMZM2G115190",NA,"Fe,Mn,Co,Cd,Zn",NA,NA,NA,NA,"Inferred","AT4G19690","AT1G31260,AT4G19690","Medtr8g105030","","","GRMZM2G115190","Glyma.02G126000","Sobic.001G142900,Sobic.001G156800","","Seita.9G146200"
"Z.mays","GRMZM2G118821",NA,"Fe,Mn,Co,Cd,Zn",NA,NA,NA,NA,"Inferred","AT4G19690","AT1G31260,AT4G19690","Medtr8g105030","LOC_Os03g46470","Traes_4AL_9D79BE8FB,Traes_4AL_9F6B106F3,Traes_4BS_6527BBD54,Traes_4DS_F565A7C50","GRMZM2G118821","Glyma.02G126000","Sobic.001G142800","Sevir.9G144700","Seita.9G146100"
"Z.mays","GRMZM2G096008",NA,"Na,K,Rb",NA,NA,NA,NA,"Inferred","AT5G02600","AT2G37390,AT5G02600","Medtr1g067560,Medtr7g100450","LOC_Os01g74490","Traes_3AL_F0F9F0D72,Traes_3B_DF8816636","GRMZM2G096008","Glyma.03G174100,Glyma.19G175100","Sobic.003G167500","Sevir.5G168600","Seita.5G168600"
"Z.mays","GRMZM2G074317",NA,"Ca,Mg",NA,NA,NA,NA,"Inferred","AT5G15410","AT5G15410","Medtr7g012260","LOC_Os03g55100","Traes_5BL_F6419E9D0","GRMZM2G074317","Glyma.08G241600,Glyma.18G263900","Sobic.001G083800","Sevir.9G083800","Seita.9G085500"
"Z.mays","GRMZM5G858887",NA,"Ca,Mg",NA,NA,NA,NA,"Inferred","AT5G15410","AT5G15410","Medtr7g012260","LOC_Os03g55100","Traes_5BL_F6419E9D0","GRMZM5G858887","Glyma.08G241600,Glyma.18G263900","","","Seita.9G085500"
"Z.mays","GRMZM2G109354",NA,"Cu",NA,NA,NA,NA,"Inferred","AT5G18830","AT5G18830","Medtr2g020620","LOC_Os05g33810","Traes_1AL_C921492AA,Traes_1BL_8709BB152,Traes_1DL_93BCED372","GRMZM2G109354","Glyma.13G213400,Glyma.15G099400","Sobic.009G135000","Sevir.3G251900","Seita.3G246000"
"Z.mays","GRMZM2G137569",NA,"Na",NA,NA,NA,NA,"Inferred","AT5G35410","AT5G35410","Medtr4g114670","LOC_Os06g40370","Traes_7DL_85630E21D","GRMZM2G137569","Glyma.13G166100,Glyma.17G113700","Sobic.010G186300","Sevir.4G231900","Seita.4G221700"
"Z.mays","GRMZM2G171507",NA,"Na",NA,NA,NA,NA,"Inferred","AT5G35410","AT5G35410","Medtr4g114670","LOC_Os06g40370","Traes_7DL_85630E21D","GRMZM2G171507","Glyma.13G166100,Glyma.17G113700","","",""
"Z.mays","GRMZM2G091228",NA,"Zn,Cd,As",NA,NA,NA,NA,"Inferred","AT5G44070,LOC_Os06g01260","AT1G03980,AT5G44070","Medtr7g097190","LOC_Os06g01260","Traes_7BS_9927262C2,Traes_7DS_E848BACC2","GRMZM2G091228","Glyma.03G165000,Glyma.03G165100,Glyma.19G166400","Sobic.003G024200","Sevir.5G144700","Seita.5G146200"
"Z.mays","GRMZM2G148118",NA,"Pb",NA,NA,NA,NA,"Inferred","AT5G53130","AT5G53130","Medtr1g028370,Medtr3g091080","LOC_Os06g33570","Traes_7AL_73C8ED75D,Traes_7DL_EF8A95CB3","GRMZM2G148118","Glyma.04G237400,Glyma.06G126600,Glyma.14G161600","Sobic.004G113400","Sevir.1G014200","Seita.1G014200"
"Z.mays","GRMZM2G026391",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","AT5G53550,LOC_Os04g45900","AT5G24380,AT5G53550","Medtr0312s0020,Medtr1g007540,Medtr1g007580,Medtr3g092090","LOC_Os04g45900","Traes_6DL_AA95B2246","GRMZM2G026391","Glyma.04G231900,Glyma.06G133000,Glyma.17G191300","Sobic.006G164300","Sevir.7G195200","Seita.7G185100"
"Z.mays","GRMZM2G051179",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","AT5G53550,LOC_Os04g45860","AT5G24380,AT5G53550","Medtr0312s0020,Medtr1g007540,Medtr1g007580,Medtr3g092090","LOC_Os04g45860","Traes_2AL_CFCA01C76,Traes_2DL_131222AE2","GRMZM2G051179","Glyma.04G231900,Glyma.06G133000,Glyma.17G191300","Sobic.006G164200","Sevir.7G195100","Seita.7G185000"
"Z.mays","GRMZM2G011422",NA,"Li,B,Na,Mg,K,Ca,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Mo,Cd",NA,NA,NA,NA,"Inferred","AT5G57620","AT5G57620","Medtr4g128670","LOC_Os08g15020","Traes_1AL_50CECDF43,Traes_1BL_02507996C","GRMZM2G011422","Glyma.13G094400,Glyma.17G065800","Sobic.007G092300","Sevir.6G105000","Seita.6G097100"
"Z.mays","GRMZM2G032447",NA,"K",NA,NA,NA,NA,"Inferred","AT5G64930","AT5G64930","Medtr3g094760","LOC_Os01g68970","Traes_3AL_2600CE5A9,Traes_3DL_738EEB08B","GRMZM2G032447","Glyma.06G145800","Sobic.003G402900","Sevir.5G434600","Seita.5G428700"
"Z.mays","GRMZM2G158811",NA,"K",NA,NA,NA,NA,"Inferred","AT5G64930","AT5G64930","Medtr3g094760","LOC_Os02g53070","Traes_6AL_E7EC461BD,Traes_6BL_D2DF38E7B,Traes_6DL_E3552E85E","GRMZM2G158811","Glyma.06G145800","Sobic.004G312100","Sevir.1G340900","Seita.1G334300"
"Z.mays","GRMZM2G147560",NA,"Fe",NA,NA,NA,NA,"Inferred","Medtr3g088460","","Medtr3g088440,Medtr3g088460","LOC_Os07g15370","Traes_4AS_5D4904831,Traes_4DL_657E82F56","GRMZM2G147560","Glyma.06G115800","Sobic.002G095400","Sevir.2G103000","Seita.2G100300"
